"Series","ModelID","ARMA_P","ARMA_Q","GARCH_P","GARCH_Q","Distribution","Model","AIC","BIC","HQIC","LogLikelihood","Convergence","Error"
2,70,1,0,2,1,"std","eGARCH",2.31596907786583,2.33136196432248,2.3159567700146,-4185.22000001501,FALSE,NA
2,71,0,1,2,1,"std","eGARCH",2.31552520473374,2.33091809119039,2.31551289688251,-4184.4161457728,FALSE,NA
2,72,1,1,2,1,"std","eGARCH",2.31575695135832,2.33286015853238,2.31574176204846,-4183.83583890992,FALSE,NA
2,73,0,0,1,2,"std","eGARCH",2.3235445388942,2.33551678391604,2.32353708794037,-4200.9391599374,FALSE,NA
2,74,1,0,1,2,"std","eGARCH",2.31638882881545,2.33007139455469,2.31637910052691,-4186.98016898478,FALSE,NA
2,75,0,1,1,2,"std","eGARCH",2.31594406563761,2.32962663137685,2.31593433734907,-4186.17470286971,FALSE,NA
2,76,1,1,1,2,"std","eGARCH",2.3161856566048,2.33157854306145,2.31617334875357,-4185.61222411129,FALSE,NA
2,77,0,0,2,2,"std","eGARCH",2.32336863814488,2.33876152460153,2.32335633029365,-4198.62060368037,FALSE,NA
2,78,1,0,2,2,"std","eGARCH",2.3164834934655,2.33358670063956,2.31646830415564,-4185.15160666603,FALSE,NA
2,79,0,1,2,2,"std","eGARCH",2.31603923601398,2.33314244318803,2.31602404670411,-4184.34705642131,FALSE,NA
2,80,1,1,2,2,"std","eGARCH",2.31627115454748,2.33508468243894,2.3162527822145,-4183.76706088548,FALSE,NA
2,81,0,0,1,1,"sstd","eGARCH",2.32406574899187,2.33603799401371,2.32405829803804,-4201.88307142427,FALSE,NA
2,82,1,0,1,1,"sstd","eGARCH",2.31658229479975,2.330264860539,2.31657256651121,-4187.33053588235,FALSE,NA
2,83,0,1,1,1,"sstd","eGARCH",2.31613850074306,2.32982106648231,2.31612877245452,-4186.52682484568,FALSE,NA
2,84,1,1,1,1,"sstd","eGARCH",2.3163868046238,2.33177969108045,2.31637449677257,-4185.9765031737,FALSE,NA
2,85,0,0,2,1,"sstd","eGARCH",2.32301865500128,2.33841154145793,2.32300634715005,-4197.98678420731,FALSE,NA
2,86,1,0,2,1,"sstd","eGARCH",2.31620849656727,2.33331170374133,2.31619330725741,-4184.65358728333,FALSE,NA
2,87,0,1,2,1,"sstd","eGARCH",2.31577026883308,2.33287347600714,2.31575507952322,-4183.85995685671,FALSE,NA
2,88,1,1,2,1,"sstd","eGARCH",2.31599552149208,2.33480904938354,2.31597714915911,-4183.26788942216,FALSE,NA
2,89,0,0,1,2,"sstd","eGARCH",2.32378304625998,2.33746561199923,2.32377331797144,-4200.37109677683,FALSE,NA
2,90,1,0,1,2,"sstd","eGARCH",2.3166252759354,2.33201816239205,2.31661296808417,-4186.408374719,FALSE,NA
2,91,0,1,1,2,"sstd","eGARCH",2.31617783422751,2.33157072068416,2.31616552637629,-4185.59805778602,FALSE,NA
2,92,1,1,1,2,"sstd","eGARCH",2.31641058966825,2.33351379684231,2.31639540035839,-4185.01957788921,FALSE,NA
2,93,0,0,2,2,"sstd","eGARCH",2.32354231639841,2.34064552357246,2.32352712708854,-4197.93513499751,FALSE,NA
2,94,1,0,2,2,"sstd","eGARCH",2.31672418614339,2.33553771403485,2.31670581381041,-4184.58750110568,FALSE,NA
2,95,0,1,2,2,"sstd","eGARCH",2.31628535628276,2.33509888417422,2.31626698394978,-4183.79278022808,FALSE,NA
2,96,1,1,2,2,"sstd","eGARCH",2.31651052638862,2.33703437499749,2.316488669799,-4183.20056328979,FALSE,NA
2,97,0,0,1,1,"norm","gjrGARCH",2.39103379784033,2.39958540142736,2.39102999354112,-4325.16220788883,FALSE,NA
2,98,1,0,1,1,"norm","gjrGARCH",2.38659253129125,2.39685445559569,2.38658705511158,-4316.11907416846,FALSE,NA
2,99,0,1,1,1,"norm","gjrGARCH",2.38632084968664,2.39658277399107,2.38631537350696,-4315.6270587825,FALSE,NA
2,100,1,1,1,1,"norm","gjrGARCH",2.38664807364631,2.39862031866815,2.38664062269248,-4315.21966137346,FALSE,NA
2,101,0,0,2,1,"norm","gjrGARCH",3.67076056427987,3.68273280930171,3.67075311332604,-6640.74738191085,FALSE,NA
2,102,1,0,2,1,"norm","gjrGARCH",2.38624687050793,2.39992943624718,2.3862371422194,-4313.49308248987,FALSE,NA
2,103,0,1,2,1,"norm","gjrGARCH",2.80660392185962,2.82028648759887,2.80659419357108,-5074.75970248777,FALSE,NA
2,104,1,1,2,1,"norm","gjrGARCH",3.23134443374322,3.24673732019987,3.23133212589199,-5842.96476950896,FALSE,NA
2,105,0,0,1,2,"norm","gjrGARCH",2.39138820308054,2.40165012738498,2.39138272690086,-4324.80403577886,FALSE,NA
2,106,1,0,1,2,"norm","gjrGARCH",2.38707074973988,2.39904299476172,2.38706329878605,-4315.98512777893,FALSE,NA
2,107,0,1,1,2,"norm","gjrGARCH",2.38679747401618,2.39876971903802,2.38679002306235,-4315.49022544331,FALSE,NA
2,108,1,1,1,2,"norm","gjrGARCH",2.38712114719567,2.40080371293492,2.38711141890714,-4315.07639757137,FALSE,NA
2,109,0,0,2,2,"norm","gjrGARCH",2.39104957500585,2.40473214074509,2.39103984671731,-4322.19078033559,FALSE,NA
2,110,1,0,2,2,"norm","gjrGARCH",2.38678375013823,2.40217663659488,2.386771442287,-4313.46537150033,FALSE,NA
2,111,0,1,2,2,"norm","gjrGARCH",2.38651229301263,2.40190517946928,2.3864999851614,-4312.97376264587,FALSE,NA
2,112,1,1,2,2,"norm","gjrGARCH",3.00374506290794,3.020848270082,3.00372987359808,-5429.78230892628,FALSE,NA
2,113,0,0,1,1,"std","gjrGARCH",2.32214632347618,2.33240824778061,2.3221408472965,-4199.40699181536,FALSE,NA
2,114,1,0,1,1,"std","gjrGARCH",2.31518991067931,2.32716215570115,2.31518245972548,-4185.80892824023,FALSE,NA
2,115,0,1,1,1,"std","gjrGARCH",2.31475103976372,2.32672328478556,2.31474358880989,-4185.01413301209,FALSE,NA
2,116,1,1,1,1,"std","gjrGARCH",2.31501088593484,2.32869345167408,2.3150011576463,-4184.48471442799,FALSE,NA
2,117,0,0,2,1,"std","gjrGARCH",2.59871515688181,2.61239772262105,2.59870542859327,-4698.27314911295,FALSE,NA
2,118,1,0,2,1,"std","gjrGARCH",2.69720600910186,2.71259889555851,2.69719370125063,-4875.64008248346,FALSE,NA
2,119,0,1,2,1,"std","gjrGARCH",2.70880480894455,2.7241976954012,2.70879250109333,-4896.64550899859,FALSE,NA
2,120,1,1,2,1,"std","gjrGARCH",2.6676986182144,2.68480182538846,2.66768342890454,-4821.20219758628,FALSE,NA
2,121,0,0,1,2,"std","gjrGARCH",2.32207926758519,2.33405151260703,2.32207181663136,-4198.28555359677,FALSE,NA
2,122,1,0,1,2,"std","gjrGARCH",2.3153619480393,2.32904451377855,2.31535221975076,-4185.12048789918,FALSE,NA
2,123,0,1,1,2,"std","gjrGARCH",2.31492020902783,2.32860277476707,2.31491048073929,-4184.32049854939,FALSE,NA
2,124,1,1,1,2,"std","gjrGARCH",2.31517249222731,2.33056537868396,2.31516018437608,-4183.77738342365,FALSE,NA
2,125,0,0,2,2,"std","gjrGARCH",2.32218473519292,2.33757762164957,2.3221724273417,-4196.47655543438,FALSE,NA
2,126,1,0,2,2,"std","gjrGARCH",2.51915168629742,2.53625489347148,2.51913649698756,-4552.18370388464,FALSE,NA
2,127,0,1,2,2,"std","gjrGARCH",2.31529093443521,2.33239414160926,2.31527574512534,-4182.99188226216,FALSE,NA
2,128,1,1,2,2,"std","gjrGARCH",2.48248329300402,2.50129682089548,2.48246492067104,-4484.77724363027,FALSE,NA
2,129,0,0,1,1,"sstd","gjrGARCH",2.32221021705936,2.3341824620812,2.32220276610553,-4198.5227030945,FALSE,NA
2,130,1,0,1,1,"sstd","gjrGARCH",2.31525455744821,2.32893712318745,2.31524482915967,-4184.92600353871,FALSE,NA
2,131,0,1,1,1,"sstd","gjrGARCH",2.31480836939713,2.32849093513638,2.3147986411086,-4184.11795697821,FALSE,NA
2,132,1,1,1,1,"sstd","gjrGARCH",2.31506265220961,2.33045553866626,2.31505034435838,-4183.5784631516,FALSE,NA
2,133,0,0,2,1,"sstd","gjrGARCH",2.67234247922745,2.6877353656841,2.67233017137622,-4830.61222988091,FALSE,NA
2,134,1,0,2,1,"sstd","gjrGARCH",2.59194642098114,2.6090496281552,2.59193123167128,-4684.01496839685,FALSE,NA
2,135,0,1,2,1,"sstd","gjrGARCH",2.50880107599715,2.52590428317121,2.50878588668729,-4533.43874863084,FALSE,NA
2,136,1,1,2,1,"sstd","gjrGARCH",2.65983596505337,2.67864949294483,2.65981759272039,-4805.96293271165,FALSE,NA
2,137,0,0,1,2,"sstd","gjrGARCH",2.32218970614144,2.33587227188069,2.3221799778529,-4197.48555782215,FALSE,NA
2,138,1,0,1,2,"sstd","gjrGARCH",2.31545587151385,2.3308487579705,2.31544356366262,-4184.29058331158,FALSE,NA
2,139,0,1,1,2,"sstd","gjrGARCH",2.3150057410948,2.33039862755145,2.31499343324358,-4183.47539712269,FALSE,NA
2,140,1,1,1,2,"sstd","gjrGARCH",2.31525160474155,2.33235481191561,2.31523641543169,-4182.92065618695,FALSE,NA
2,141,0,0,2,2,"sstd","gjrGARCH",2.32215538440978,2.33925859158383,2.32214019509991,-4195.4234011661,FALSE,NA
2,142,1,0,2,2,"sstd","gjrGARCH",2.42786026578355,2.44667379367502,2.42784189345058,-4385.85494133401,FALSE,NA
2,143,0,1,2,2,"sstd","gjrGARCH",2.31538390565794,2.33419743354941,2.31536553332497,-4182.16025314654,FALSE,NA
2,144,1,1,2,2,"sstd","gjrGARCH",2.31563712326242,2.33616097187129,2.3156152666728,-4181.61883022824,FALSE,NA
3,1,0,0,1,1,"norm","sGARCH",2.05789158823028,2.0647328710999,2.05788915258419,-3722.84166628503,FALSE,NA
3,2,1,0,1,1,"norm","sGARCH",-0.374516264511799,-0.365964660924771,-0.374520068811003,683.248955030868,FALSE,NA
3,3,0,1,1,1,"norm","sGARCH",1.27925377048038,1.28780537406741,1.27924996618117,-2311.72857833996,FALSE,NA
3,4,1,1,1,1,"norm","sGARCH",-0.380187316014814,-0.36992539171038,-0.380192792194492,694.519229302829,FALSE,NA
3,5,0,0,2,1,"norm","sGARCH",2.0584995938351,2.06705119742213,2.0584957895359,-3722.94276443537,FALSE,NA
3,6,1,0,2,1,"norm","sGARCH",-0.375103784746671,-0.364841860442237,-0.375109260926348,685.312954176221,FALSE,NA
3,7,0,1,2,1,"norm","sGARCH",1.19181440431317,1.20207632861761,1.1918089281335,-2152.37588621116,FALSE,NA
3,8,1,1,2,1,"norm","sGARCH",-0.380866746794445,-0.368894501772605,-0.380874197748275,696.74967844474,FALSE,NA
3,9,0,0,1,2,"norm","sGARCH",2.05757860029915,2.06613020388618,2.05757479599994,-3721.27484514176,FALSE,NA
3,10,1,0,1,2,"norm","sGARCH",-0.375102712688193,-0.364840788383759,-0.375108188867871,685.311012678318,FALSE,NA
3,11,0,1,1,2,"norm","sGARCH",1.27980268861319,1.29006461291763,1.27979721243352,-2311.72266907849,FALSE,NA
3,12,1,1,1,2,"norm","sGARCH",-0.380860102822239,-0.368887857800399,-0.380867553776069,696.737646211074,FALSE,NA
3,13,0,0,2,2,"norm","sGARCH",2.05813078380237,2.0683927081068,2.05812530762269,-3721.27484946609,FALSE,NA
3,14,1,0,2,2,"norm","sGARCH",-0.374551603539594,-0.362579358517754,-0.374559054493424,685.312954010204,FALSE,NA
3,15,0,1,2,2,"norm","sGARCH",1.1898899813782,1.20186222640004,1.18988253042437,-2147.89075627593,FALSE,NA
3,16,1,1,2,2,"norm","sGARCH",-0.380314565793584,-0.366632000054339,-0.380324294082122,696.749678652181,FALSE,NA
3,17,0,0,1,1,"std","sGARCH",2.0611798885447,2.06973149213173,2.06117608424549,-3727.79677815445,FALSE,NA
3,18,1,0,1,1,"std","sGARCH",-0.512058066256792,-0.501796141952358,-0.512063542436469,933.337157991051,FALSE,NA
3,19,0,1,1,1,"std","sGARCH",1.28170388357125,1.29196580787569,1.28169840739158,-2315.16573314754,FALSE,NA
3,20,1,1,1,1,"std","sGARCH",-0.518020415149835,-0.506048170127996,-0.518027866103666,945.134971836352,FALSE,NA
3,21,0,0,2,1,"std","sGARCH",2.06178422420103,2.07204614850547,2.06177874802136,-3727.89123002807,FALSE,NA
3,22,1,0,2,1,"std","sGARCH",-0.512760413584218,-0.500788168562379,-0.512767864538049,935.60910900102,FALSE,NA
3,23,0,1,2,1,"std","sGARCH",1.19313822486321,1.20511046988505,1.19313077390938,-2153.77332522727,FALSE,NA
3,24,1,1,2,1,"std","sGARCH",-0.519104291682148,-0.505421725942902,-0.519114019970685,948.097872236369,FALSE,NA
3,25,0,0,1,2,"std","sGARCH",2.06077721349946,2.0710391378039,2.06077173731979,-3726.06753364753,FALSE,NA
3,26,1,0,1,2,"std","sGARCH",-0.512408277198845,-0.500436032177005,-0.512415728152675,934.971390007108,FALSE,NA
3,27,0,1,1,2,"std","sGARCH",1.2822533262227,1.29422557124453,1.28224587526887,-2315.1607737893,FALSE,NA
3,28,1,1,1,2,"std","sGARCH",-0.518498412519208,-0.504815846779963,-0.518508140807746,947.000625072286,FALSE,NA
3,29,0,0,2,2,"std","sGARCH",2.06132945950001,2.07330170452185,2.06132200854618,-3726.06765115452,FALSE,NA
3,30,1,0,2,2,"std","sGARCH",-0.512310906759817,-0.498628341020572,-0.512320635048355,935.795052142029,FALSE,NA
3,31,0,1,2,2,"std","sGARCH",1.19120688960454,1.20488945534378,1.191197161316,-2149.27567707382,FALSE,NA
3,32,1,1,2,2,"std","sGARCH",-0.518668017491163,-0.503275131034512,-0.518680325342388,948.307779676497,FALSE,NA
3,33,0,0,1,1,"sstd","sGARCH",1.87590666264536,1.88616858694979,1.87590118646568,-3391.26696605074,FALSE,NA
3,34,1,0,1,1,"sstd","sGARCH",-0.549029762675374,-0.537057517653534,-0.549037213629204,1001.2929002051,FALSE,NA
3,35,0,1,1,1,"sstd","sGARCH",1.20165417017247,1.21362641519431,1.20164671921864,-2169.19570218234,FALSE,NA
3,36,1,1,1,1,"sstd","sGARCH",-0.558370540829996,-0.54468797509075,-0.558380269118534,1019.20904944312,FALSE,NA
3,37,0,0,2,1,"sstd","sGARCH",1.87638694777408,1.88835919279592,1.87637949682025,-3391.13676241886,FALSE,NA
3,38,1,0,2,1,"sstd","sGARCH",-0.550016148222526,-0.53633358248328,-0.550025876511064,1004.07924443099,FALSE,NA
3,39,0,1,2,1,"sstd","sGARCH",1.08650961475816,1.1001921804974,1.08649988646962,-1959.66891232702,FALSE,NA
3,40,1,1,2,1,"sstd","sGARCH",-0.559933239398132,-0.544540352941481,-0.559945547249357,1023.03909655002,FALSE,NA
3,41,0,0,1,2,"sstd","sGARCH",1.86500897254337,1.87698121756521,1.86500152158954,-3370.53124927605,FALSE,NA
3,42,1,0,1,2,"sstd","sGARCH",-0.54973657740023,-0.536054011660984,-0.549746305688768,1003.57294167182,FALSE,NA
3,43,0,1,1,2,"sstd","sGARCH",1.20457236642626,1.2182549321655,1.20456263813772,-2173.48055559795,FALSE,NA
3,44,1,1,1,2,"sstd","sGARCH",-0.559105704088353,-0.543712817631702,-0.559118011939578,1021.54043010401,FALSE,NA
3,45,0,0,2,2,"sstd","sGARCH",1.86556111766475,1.87924368340399,1.86555138937621,-3370.53118409085,FALSE,NA
3,46,1,0,2,2,"sstd","sGARCH",-0.549463966846758,-0.534071080390107,-0.549476274697983,1004.07924395948,FALSE,NA
3,47,0,1,2,2,"sstd","sGARCH",1.07560856898636,1.09100145544301,1.07559626113513,-1938.92711843429,FALSE,NA
3,48,1,1,2,2,"sstd","sGARCH",-0.55938961532872,-0.542286408154663,-0.559404804638584,1023.05459336031,FALSE,NA
3,49,0,0,1,1,"norm","eGARCH",2.08863499472554,2.09718659831257,2.08863119042633,-3777.51797544795,FALSE,NA
3,50,1,0,1,1,"norm","eGARCH",-0.43145532452094,-0.421193400216506,-0.431460800700617,787.365592707422,FALSE,NA
3,51,0,1,1,1,"norm","eGARCH",1.29129075521735,1.30155267952179,1.29128527903768,-2332.52755769863,FALSE,NA
3,52,1,1,1,1,"norm","eGARCH",-0.439926607459789,-0.42795436243795,-0.439934058413619,803.707086109678,FALSE,NA
3,53,0,0,2,1,"norm","eGARCH",2.0867968269286,2.09876907195044,2.08678937597477,-3772.18905356769,FALSE,NA
3,54,1,0,2,1,"norm","eGARCH",-0.432998825205,-0.419316259465754,-0.433008553493538,792.160872446254,FALSE,NA
3,55,0,1,2,1,"norm","eGARCH",1.24775441617141,1.26143698191066,1.24774468788288,-2251.68324768643,FALSE,NA
3,56,1,1,2,1,"norm","eGARCH",-0.439671379317411,-0.42427849286076,-0.439683687168636,805.244867943832,FALSE,NA
3,57,0,0,1,2,"norm","eGARCH",2.08750811677892,2.09777004108336,2.08750264059924,-3774.47719948663,FALSE,NA
3,58,1,0,1,2,"norm","eGARCH",-0.431855844344015,-0.419883599322175,-0.431863295297845,789.090934107011,FALSE,NA
3,59,0,1,1,2,"norm","eGARCH",1.28790385763933,1.29987610266117,1.2878964066855,-2325.39388618483,FALSE,NA
3,60,1,1,1,2,"norm","eGARCH",-0.439711686935387,-0.426029121196141,-0.439721415223925,804.317865039985,FALSE,NA
3,61,0,0,2,2,"norm","eGARCH",2.0866593267895,2.10034189252874,2.08664959850096,-3770.94004081578,FALSE,NA
3,62,1,0,2,2,"norm","eGARCH",-0.433415801114106,-0.418022914657455,-0.433428108965331,793.916015817645,FALSE,NA
3,63,0,1,2,2,"norm","eGARCH",1.20835681495675,1.2237497014134,1.20834450710552,-2179.33419188667,FALSE,NA
3,64,1,1,2,2,"norm","eGARCH",-0.442958963192903,-0.425855756018846,-0.442974152502767,812.198682342347,FALSE,NA
3,65,0,0,1,1,"std","eGARCH",2.08873886129184,2.09900078559628,2.08873338511217,-3776.70607779953,FALSE,NA
3,66,1,0,1,1,"std","eGARCH",-0.545578235459453,-0.533605990437613,-0.545585686413283,995.042184417069,FALSE,NA
3,67,0,1,1,1,"std","eGARCH",1.29295347625635,1.30492572127819,1.29294602530252,-2334.53874550025,FALSE,NA
3,68,1,1,1,1,"std","eGARCH",-0.552074748670731,-0.538392182931486,-0.552084476959269,1007.80736984269,FALSE,NA
3,69,0,0,2,1,"std","eGARCH",2.08490729343463,2.09858985917388,2.0848975651461,-3767.76710841012,FALSE,NA
3,70,1,0,2,1,"std","eGARCH",-0.546559820580108,-0.531166934123457,-0.546572128431334,998.819835070576,FALSE,NA
3,71,0,1,2,1,"std","eGARCH",1.24964234609315,1.2650352325498,1.24963003824193,-2254.1022887747,FALSE,NA
3,72,1,1,2,1,"std","eGARCH",-0.553028048998754,-0.535924841824697,-0.553043238308618,1011.53379673674,FALSE,NA
3,73,0,0,1,2,"std","eGARCH",2.08638566907,2.09835791409184,2.08637821811617,-3771.44444668577,FALSE,NA
3,74,1,0,1,2,"std","eGARCH",-0.545971749583536,-0.532289183844291,-0.545981477872074,996.754838495784,FALSE,NA
3,75,0,1,1,2,"std","eGARCH",1.28997684320853,1.30365940894778,1.28996711491999,-2328.14806305065,FALSE,NA
3,76,1,1,1,2,"std","eGARCH",-0.552283892310654,-0.536891005854003,-0.55229620016188,1009.1861289746,FALSE,NA
3,77,0,0,2,2,"std","eGARCH",2.09543017107684,2.11082305753349,2.09541786322562,-3785.82403982016,FALSE,NA
3,78,1,0,2,2,"std","eGARCH",-0.546409852922605,-0.529306645748548,-0.546425042232469,999.548243642837,FALSE,NA
3,79,0,1,2,2,"std","eGARCH",1.20776985220241,1.22487305937646,1.20775466289254,-2177.27120233856,FALSE,NA
3,80,1,1,2,2,"std","eGARCH",-0.55283232148498,-0.534018793593517,-0.552850693817954,1012.1793342093,FALSE,NA
3,81,0,0,1,1,"sstd","eGARCH",1.79413335108399,1.80610559610583,1.79412590013016,-3242.17549881311,FALSE,NA
3,82,1,0,1,1,"sstd","eGARCH",-0.603334604789504,-0.589652039050259,-0.603344333078042,1100.63896927379,FALSE,NA
3,83,0,1,1,1,"sstd","eGARCH",1.13219374299596,1.14587630873521,1.13218401470742,-2042.40286856568,FALSE,NA
3,84,1,1,1,1,"sstd","eGARCH",-0.608277280316845,-0.592884393860194,-0.60828958816807,1110.59015465381,FALSE,NA
3,85,0,0,2,1,"sstd","eGARCH",1.78986012842575,1.8052530148824,1.78984782057452,-3232.43669257903,FALSE,NA
3,86,1,0,2,1,"sstd","eGARCH",-0.606180278076489,-0.589077070902433,-0.606195467386353,1107.79248359652,FALSE,NA
3,87,0,1,2,1,"sstd","eGARCH",1.10122128590662,1.11832449308068,1.10120609659676,-1984.31174877689,FALSE,NA
3,88,1,1,2,1,"sstd","eGARCH",-0.612503576935598,-0.593690049044135,-0.612521949268572,1120.24397783037,FALSE,NA
3,89,0,0,1,2,"sstd","eGARCH",1.86886443155062,1.88254699728987,1.86885470326208,-3376.51348553818,FALSE,NA
3,90,1,0,1,2,"sstd","eGARCH",-0.605811600742893,-0.590418714286242,-0.605823908594118,1106.12480894538,FALSE,NA
3,91,0,1,1,2,"sstd","eGARCH",1.13859270003412,1.15398558649077,1.13858039218289,-2052.99137976179,FALSE,NA
3,92,1,1,1,2,"sstd","eGARCH",-0.61111668138013,-0.594013474206074,-0.611131870689994,1116.73230997942,FALSE,NA
3,93,0,0,2,2,"sstd","eGARCH",1.8564495744988,1.87355278167286,1.85643438518894,-3352.03017941733,FALSE,NA
3,94,1,0,2,2,"sstd","eGARCH",-0.60566138465312,-0.586847856761658,-0.605679756986095,1107.8527676068,FALSE,NA
3,95,0,1,2,2,"sstd","eGARCH",1.009360830913,1.02817435880447,1.00934245858003,-1816.95246478345,FALSE,NA
3,96,1,1,2,2,"sstd","eGARCH",-0.611951396075362,-0.591427547466494,-0.611973252664982,1120.24397829248,FALSE,NA
3,97,0,0,1,1,"norm","gjrGARCH",2.05788308568907,2.06643468927609,2.05787928138986,-3721.8262681829,FALSE,NA
3,98,1,0,1,1,"norm","gjrGARCH",-0.407049774747738,-0.396787850443304,-0.407055250927415,743.167142068154,FALSE,NA
3,99,0,1,1,1,"norm","gjrGARCH",1.27966168342102,1.28992360772545,1.27965620724134,-2311.46730867547,FALSE,NA
3,100,1,1,1,1,"norm","gjrGARCH",-0.416699729731435,-0.404727484709595,-0.416707180685265,761.643210543628,FALSE,NA
3,101,0,0,2,1,"norm","gjrGARCH",2.76465354025498,2.77662578527682,2.76464608930115,-4999.78756140176,FALSE,NA
3,102,1,0,2,1,"norm","gjrGARCH",-0.407500151300276,-0.393817585561031,-0.407509879588814,745.9827740048,FALSE,NA
3,103,0,1,2,1,"norm","gjrGARCH",1.86753344029679,1.88121600603604,1.86752371200825,-3374.10306037749,FALSE,NA
3,104,1,1,2,1,"norm","gjrGARCH",-0.416306749040281,-0.40091386258363,-0.416319056891506,762.931522511948,FALSE,NA
3,105,0,0,1,2,"norm","gjrGARCH",2.05766246594407,2.0679243902485,2.05765698976439,-3720.42672582471,FALSE,NA
3,106,1,0,1,2,"norm","gjrGARCH",-0.405471363591956,-0.393499118570116,-0.405478814545786,741.308639465033,FALSE,NA
3,107,0,1,1,2,"norm","gjrGARCH",1.28021447642259,1.29218672144443,1.28020702546876,-2311.46841680132,FALSE,NA
3,108,1,1,1,2,"norm","gjrGARCH",-0.415301065099334,-0.401618499360089,-0.415310793387872,760.110228894894,FALSE,NA
3,109,0,0,2,2,"norm","gjrGARCH",2.72359586606198,2.73727843180123,2.72358613777344,-4924.43211343825,FALSE,NA
3,110,1,0,2,2,"norm","gjrGARCH",-0.407416189749588,-0.392023303292937,-0.407428497600814,746.830719636505,FALSE,NA
3,111,0,1,2,2,"norm","gjrGARCH",1.88625151204641,1.90164439850306,1.88623920419518,-3407.00148831604,FALSE,NA
3,112,1,1,2,2,"norm","gjrGARCH",-0.414942206778299,-0.397838999604242,-0.414957396088163,761.460336475499,FALSE,NA
3,113,0,0,1,1,"std","gjrGARCH",2.06124848255685,2.07151040686128,2.06124300637717,-3726.92100191045,FALSE,NA
3,114,1,0,1,1,"std","gjrGARCH",-0.534469167210944,-0.522496922189104,-0.534476618164774,974.92366181902,FALSE,NA
3,115,0,1,1,1,"std","gjrGARCH",1.28214297595623,1.29411522097807,1.2821355250024,-2314.96092945673,FALSE,NA
3,116,1,1,1,1,"std","gjrGARCH",-0.540550146850802,-0.526867581111557,-0.54055987513934,986.936315946803,FALSE,NA
3,117,0,0,2,1,"std","gjrGARCH",2.41750154591142,2.43118411165067,2.41749181762288,-4370.09529964559,FALSE,NA
3,118,1,0,2,1,"std","gjrGARCH",-0.486165996881962,-0.470773110425311,-0.486178304733187,889.446620353233,FALSE,NA
3,119,0,1,2,1,"std","gjrGARCH",1.56413998172379,1.57953286818044,1.56412767387256,-2823.65750690178,FALSE,NA
3,120,1,1,2,1,"std","gjrGARCH",-0.336129144833039,-0.319025937658982,-0.336144334142903,618.729881292633,FALSE,NA
3,121,0,0,1,2,"std","gjrGARCH",2.06091863945663,2.07289088447846,2.06091118850279,-3725.32365605595,FALSE,NA
3,122,1,0,1,2,"std","gjrGARCH",-0.535427511153813,-0.521744945414568,-0.535437239442351,977.659222699555,FALSE,NA
3,123,0,1,1,2,"std","gjrGARCH",1.28269568788242,1.29637825362167,1.28268595959388,-2314.96189075506,FALSE,NA
3,124,1,1,1,2,"std","gjrGARCH",-0.541484074350265,-0.526091187893614,-0.54149638220149,989.627658648329,FALSE,NA
3,125,0,0,2,2,"std","gjrGARCH",2.59513504610704,2.61052793256369,2.59512273825582,-4690.78956849986,FALSE,NA
3,126,1,0,2,2,"std","gjrGARCH",-0.533311640077726,-0.516208432903669,-0.53332682938759,975.827380180762,FALSE,NA
3,127,0,1,2,2,"std","gjrGARCH",1.60056096571147,1.61766417288553,1.60054577640161,-2888.61590890347,FALSE,NA
3,128,1,1,2,2,"std","gjrGARCH",-0.541403507655849,-0.522589979764386,-0.541421879988823,991.481752364742,FALSE,NA
3,129,0,0,1,1,"sstd","gjrGARCH",1.87036982414209,1.88234206916393,1.87036237318826,-3380.23975152132,FALSE,NA
3,130,1,0,1,1,"sstd","gjrGARCH",-0.581705335488957,-0.568022769749712,-0.581715063777495,1061.4683625705,FALSE,NA
3,131,0,1,1,1,"sstd","gjrGARCH",1.17838830782159,1.19207087356084,1.17837857953306,-2126.06122546491,FALSE,NA
3,132,1,1,1,1,"sstd","gjrGARCH",-0.590843164417801,-0.57545027796115,-0.590855472269027,1079.01697076064,FALSE,NA
3,133,0,0,2,1,"sstd","gjrGARCH",2.45797293326563,2.47336581972228,2.45796062541441,-4442.38898214406,FALSE,NA
3,134,1,0,2,1,"sstd","gjrGARCH",-0.47061894496332,-0.453515737789263,-0.470634134273184,862.290909328573,FALSE,NA
3,135,0,1,2,1,"sstd","gjrGARCH",1.5834523616201,1.60055556879416,1.58343717231024,-2857.63222689401,FALSE,NA
3,136,1,1,2,1,"sstd","gjrGARCH",-0.57723107238262,-0.558417544491158,-0.577249444715594,1056.36547208492,FALSE,NA
3,137,0,0,1,2,"sstd","gjrGARCH",1.85956483651618,1.87324740225542,1.85955510822764,-3359.6719189308,FALSE,NA
3,138,1,0,1,2,"sstd","gjrGARCH",-0.582446597503202,-0.567053711046551,-0.582458905354428,1063.8107880783,FALSE,NA
3,139,0,1,1,2,"sstd","gjrGARCH",1.18161309846278,1.19700598491943,1.18160079061156,-2130.9013213161,FALSE,NA
3,140,1,1,1,2,"sstd","gjrGARCH",-0.588297985479381,-0.571194778305325,-0.588313174789245,1075.40765170316,FALSE,NA
3,141,0,0,2,2,"sstd","gjrGARCH",2.52594216398716,2.54304537116122,2.5259269746773,-4564.48125898075,FALSE,NA
