"Series","ModelID","ARMA_P","ARMA_Q","GARCH_P","GARCH_Q","Distribution","Model","AIC","BIC","HQIC","LogLikelihood","Convergence","Error"
1,140,1,1,1,2,"sstd","gjrGARCH",2.16029318296453,2.17739639013858,2.16027799365466,-3902.29095434876,FALSE,NA
1,141,0,0,2,2,"sstd","gjrGARCH",2.40736061931186,2.42446382648592,2.40734543000199,-4349.73008157378,FALSE,NA
1,142,1,0,2,2,"sstd","gjrGARCH",2.41868880077089,2.43750232866235,2.41867042843792,-4369.24541819608,FALSE,NA
1,143,0,1,2,2,"sstd","gjrGARCH",2.42544156240943,2.44425509030089,2.42542319007646,-4381.47466952348,FALSE,NA
1,144,1,1,2,2,"sstd","gjrGARCH",2.41442240820715,2.43494625681601,2.41440055161753,-4360.51898126314,FALSE,NA
2,1,0,0,1,1,"norm","sGARCH",2.39586001869927,2.40270130156889,2.39585758305318,-4334.90249386438,FALSE,NA
2,2,1,0,1,1,"norm","sGARCH",2.39168133340635,2.40023293699338,2.39167752910715,-4326.3348947989,FALSE,NA
2,3,0,1,1,1,"norm","sGARCH",2.39140138775987,2.39995299134689,2.39139758346066,-4325.82791323312,FALSE,NA
2,4,1,1,1,1,"norm","sGARCH",2.39169139141788,2.40195331572232,2.39168591523821,-4325.35310985779,FALSE,NA
2,5,0,0,2,1,"norm","sGARCH",2.39668175011341,2.40523335370044,2.39667794581421,-4335.39064945539,FALSE,NA
2,6,1,0,2,1,"norm","sGARCH",2.3924995541147,2.40276147841913,2.39249407793502,-4326.81669250172,FALSE,NA
2,7,0,1,2,1,"norm","sGARCH",2.39221957898472,2.40248150328916,2.39221410280505,-4326.30965754133,FALSE,NA
2,8,1,1,2,1,"norm","sGARCH",2.39250984021852,2.40448208524036,2.39250238926469,-4325.83532063574,FALSE,NA
2,9,0,0,1,2,"norm","sGARCH",2.39614127174592,2.40469287533295,2.39613746744671,-4334.41184313186,FALSE,NA
2,10,1,0,1,2,"norm","sGARCH",2.39206801674515,2.40232994104959,2.39206254056547,-4326.03517832547,FALSE,NA
2,11,0,1,1,2,"norm","sGARCH",2.39178620383613,2.40204812814056,2.39178072765645,-4325.52481514723,FALSE,NA
2,12,1,1,1,2,"norm","sGARCH",2.39207745885633,2.40404970387817,2.3920700079025,-4325.05227798882,FALSE,NA
2,13,0,0,2,2,"norm","sGARCH",2.39669345372261,2.40695537802704,2.39668797754293,-4334.41184469164,FALSE,NA
2,14,1,0,2,2,"norm","sGARCH",2.39263532923818,2.40460757426002,2.39262787828435,-4326.06258125034,FALSE,NA
2,15,0,1,2,2,"norm","sGARCH",2.39234052969827,2.40431277472011,2.39233307874444,-4325.52869928358,FALSE,NA
2,16,1,1,2,2,"norm","sGARCH",2.39261699646658,2.40629956220582,2.39260726817804,-4325.02938060097,FALSE,NA
2,17,0,0,1,1,"std","sGARCH",2.32365093751321,2.33220254110024,2.323647133214,-4203.13184783642,FALSE,NA
2,18,1,0,1,1,"std","sGARCH",2.31678642305076,2.3270483473552,2.31678094687109,-4189.70021214493,FALSE,NA
2,19,0,1,1,1,"std","sGARCH",2.31634320386578,2.32660512817021,2.3163377276861,-4188.89754220092,FALSE,NA
2,20,1,1,1,1,"std","sGARCH",2.31657948941216,2.328551734434,2.31657203845833,-4188.32545532541,FALSE,NA
2,21,0,0,2,1,"std","sGARCH",2.32443098823643,2.33469291254086,2.32442551205675,-4203.54451969617,FALSE,NA
2,22,1,0,2,1,"std","sGARCH",2.31755897656772,2.32953122158956,2.31755152561389,-4190.09930656414,FALSE,NA
2,23,0,1,2,1,"std","sGARCH",2.31711567319509,2.32908791821693,2.31710822224126,-4189.2964841563,FALSE,NA
2,24,1,1,2,1,"std","sGARCH",2.31735254604499,2.33103511178424,2.31734281775646,-4188.72546088748,FALSE,NA
2,25,0,0,1,2,"std","sGARCH",2.32344640145839,2.33370832576282,2.32344092527871,-4201.76143304114,FALSE,NA
2,26,1,0,1,2,"std","sGARCH",2.31682844338042,2.32880068840226,2.31682099242659,-4188.77631096195,FALSE,NA
2,27,0,1,1,2,"std","sGARCH",2.31638401101643,2.32835625603827,2.31637656006259,-4187.97144395075,FALSE,NA
2,28,1,1,1,2,"std","sGARCH",2.31661651941386,2.3302990851531,2.31660679112532,-4187.39251665849,FALSE,NA
2,29,0,0,2,2,"std","sGARCH",2.32399858500089,2.33597083002273,2.32399113404706,-4201.76143743661,FALSE,NA
2,30,1,0,2,2,"std","sGARCH",2.31738062537547,2.33106319111471,2.31737089708693,-4188.77631255497,FALSE,NA
2,31,0,1,2,2,"std","sGARCH",2.3169361974661,2.33061876320535,2.31692646917756,-4187.97145361111,FALSE,NA
2,32,1,1,2,2,"std","sGARCH",2.31716870836459,2.33256159482124,2.31715640051336,-4187.39253084827,FALSE,NA
2,33,0,0,1,1,"sstd","sGARCH",2.32377464651462,2.33403657081906,2.32376917033495,-4202.35588483798,FALSE,NA
2,34,1,0,1,1,"sstd","sGARCH",2.31700993394695,2.32898217896879,2.31700248299312,-4189.10499037792,FALSE,NA
2,35,0,1,1,1,"sstd","sGARCH",2.31655742780043,2.32852967282227,2.3165499768466,-4188.28550174658,FALSE,NA
2,36,1,1,1,1,"sstd","sGARCH",2.31677367069946,2.3304562364387,2.31676394241092,-4187.67711763672,FALSE,NA
2,37,0,0,2,1,"sstd","sGARCH",2.32455291512042,2.33652516014226,2.32454546416659,-4202.76532928308,FALSE,NA
2,38,1,0,2,1,"sstd","sGARCH",2.31778110220289,2.33146366794214,2.31777137391436,-4189.50157608944,FALSE,NA
2,39,0,1,2,1,"sstd","sGARCH",2.31732848464375,2.33101105038299,2.31731875635521,-4188.68188568982,FALSE,NA
2,40,1,1,2,1,"sstd","sGARCH",2.31754530236466,2.33293818882131,2.31753299451343,-4188.0745425824,FALSE,NA
2,41,0,0,1,2,"sstd","sGARCH",2.32360157660403,2.33557382162587,2.3235941256502,-4201.04245522991,FALSE,NA
2,42,1,0,1,2,"sstd","sGARCH",2.31707066245013,2.33075322818938,2.31706093416159,-4188.21496969719,FALSE,NA
2,43,0,1,1,2,"sstd","sGARCH",2.31661772800256,2.3303002937418,2.31660799971402,-4187.39470541263,FALSE,NA
2,44,1,1,1,2,"sstd","sGARCH",2.31683148881489,2.33222437527154,2.31681918096367,-4186.78182624377,FALSE,NA
2,45,0,0,2,2,"sstd","sGARCH",2.32415376544818,2.33783633118742,2.32414403715964,-4201.04246922665,FALSE,NA
2,46,1,0,2,2,"sstd","sGARCH",2.3176228529682,2.33301573942485,2.31761054511697,-4188.21498672541,FALSE,NA
2,47,0,1,2,2,"sstd","sGARCH",2.31716991652963,2.33256280298628,2.3171576086784,-4187.39471883516,FALSE,NA
2,48,1,1,2,2,"sstd","sGARCH",2.31738367276438,2.33448687993843,2.31736848345451,-4186.78183137629,FALSE,NA
2,49,0,0,1,1,"norm","eGARCH",2.39619535568322,2.40474695927025,2.39619155138402,-4334.50978914232,FALSE,NA
2,50,1,0,1,1,"norm","eGARCH",2.39174007321132,2.40200199751575,2.39173459703164,-4325.44127258569,FALSE,NA
2,51,0,1,1,1,"norm","eGARCH",2.39155010241593,2.40181202672037,2.39154462623625,-4325.09723547525,FALSE,NA
2,52,1,1,1,1,"norm","eGARCH",2.39196592430079,2.40393816932263,2.39195847334696,-4324.85028890872,FALSE,NA
2,53,0,0,2,1,"norm","eGARCH",2.39526758681862,2.40723983184046,2.39526013586479,-4330.82959972852,FALSE,NA
2,54,1,0,2,1,"norm","eGARCH",2.39088798853774,2.40457055427698,2.3908782602492,-4321.89814724184,FALSE,NA
2,55,0,1,2,1,"norm","eGARCH",2.39070673431761,2.40438930005685,2.39069700602907,-4321.56989584918,FALSE,NA
2,56,1,1,2,1,"norm","eGARCH",2.3911118912749,2.40650477773155,2.39109958342367,-4321.30363509884,FALSE,NA
2,57,0,0,1,2,"norm","eGARCH",2.39644746143344,2.40670938573787,2.39644198525376,-4333.96635265596,FALSE,NA
2,58,1,0,1,2,"norm","eGARCH",2.39219578776606,2.4041680327879,2.39218833681223,-4325.26657164433,FALSE,NA
2,59,0,1,1,2,"norm","eGARCH",2.3920028532581,2.40397509827994,2.39199540230427,-4324.91716725041,FALSE,NA
2,60,1,1,1,2,"norm","eGARCH",2.39240549370374,2.40608805944298,2.3923957654152,-4324.64634909747,FALSE,NA
2,61,0,0,2,2,"norm","eGARCH",2.39580731225866,2.4094898779979,2.39579758397012,-4330.80704250043,FALSE,NA
2,62,1,0,2,2,"norm","eGARCH",2.3914251105119,2.40681799696855,2.39141280266067,-4321.87087513705,FALSE,NA
2,63,0,1,2,2,"norm","eGARCH",2.39124430811575,2.4066371945724,2.39123200026453,-4321.54344199763,FALSE,NA
2,64,1,1,2,2,"norm","eGARCH",2.39164970796926,2.40875291514332,2.3916345186594,-4321.27762113233,FALSE,NA
2,65,0,0,1,1,"std","eGARCH",2.32386250024166,2.33412442454609,2.32385702406198,-4202.51498793764,FALSE,NA
2,66,1,0,1,1,"std","eGARCH",2.316362882219,2.32833512724084,2.31635543126517,-4187.93317969861,FALSE,NA
2,67,0,1,1,1,"std","eGARCH",2.31592202868928,2.32789427371112,2.31591457773545,-4187.13479395629,FALSE,NA
2,68,1,1,1,1,"std","eGARCH",2.31617852638979,2.32986109212903,2.31616879810125,-4186.5993112919,FALSE,NA
2,69,0,0,2,1,"std","eGARCH",2.32284780584908,2.33653037158832,2.32283807756054,-4198.67737639268,FALSE,NA
